name,description,instructions,ingredients,source
Dadar Gulung Bunga Telang Vla Jeruk,,"[""Dalam satu wadah, campur semua bahan, aduk menggunakan whisk hingga benar-benar tercampur rata."", ""Diamkan selama 30 menit. Setelah 30 menit, panaskan pan di atas api kecil-sedang hingga panas, tuang satu centong adonan, putar pan dan ratakan. Biarkan hingga matang (bagian pinggir kulit akan terlepas). Taruh dadar di piring, lakukan hingga selesai."", ""Setelah selesai, ambil satu lembar dadar, isi dengan isian, lipat seperti amplop."", ""Lakukan hingga selesai. Dadar Gulung Bunga Telang Vla Jeruk siap disajikan dan dinikmati. Atau bisa juga disimpan terlebih dahulu di kulkas, karena dalam keadaan dingin lebih nikmat.""]","['95 gr tepung terigu protein sedang', '15 gr susu bubuk', '20 gr gula', '2 butir telur', '1/2 sdt vanilla ekstrak', '2 sdm margarine leleh', '220 ml air seduhan bunga telang (20-30 bunga telang diseduh 220 ml air mendidih, aduk-aduk, biarkan hingga air berubah warna menjadi biru)']",https://cookpad.com/id/resep/17185273-dadar-gulung-bunga-telang-vla-jeruk
Rujak Serut Jeruk Bali,,"[""Haluskan cabai, campurkan semua bahan kecuali jeruk. Masak hingga mendidih. Sisihkan hingga dingin."", ""Pipil buliran jeruk Bali"", ""Tuang bumbu rujak yang sudah dingin ke dalam wadah jeruk pipilnya, aduk rata. Masukkan kulkas 30 menit, hingga dingin."", ""Makanan siap disajikan""]","['1 buah Jeruk Bali', '8 buah Cabai Merah, kalau suka pedas bisa ditambahkan cabai rawit', '1/2 sdt Terasi bakar', '1 sdt Garam', '1 sdt Asam Jawa, larutkan dengan air, ambil airnya saja', '1 1/2 Gula Merah (saya cuma pakai segitu aja adanya)', '1 gelas Air']",https://cookpad.com/id/resep/17179078-rujak-serut-jeruk-bali
Pudding Jeruk Sunkist,,"[""Siapkan semua bahan bahan. Potong jeruk menjadi 2 bagian, Ambil isinya menggunakan pisau perlahan. Peras air jeruk lalu sisihkan ke dalam panci."", ""Tata buah naga dan buah melon didalam kulit jeruk. Masukan agar agar, gula pasir dan air ke dalam panci berisi perasan air jeruk. Aduk hingga larut, lalu masak di api sedang hingga meletup letup."", ""Setelah uap panas menghilang,Tuang agar agar ke dalam kulit jeruk, diamkan agar pudding set. (Pudding jeruknya saya letakkan di loyang muffin bulat bulat, agar tidak miring miring atau tumpah) Sisa jely bisa dituang ke dalam cetakan pudding yang lainnya."", ""Pudding Jeruk Sunkist favorit bocil, biasanya di isi dgn strawberry kebetulan strawberry lagi habis, diganti dgn buah naga dan buah melon juga nikmat,""]","['4 Buah Jeruk sunkist', 'Secukupnya buah naga (kerok bulat)', 'Secukupnya buah melon (kerok bulat)', '500 ml air', '1 bungkus agar agar plain', '8 sdm gula pasir']",https://cookpad.com/id/resep/17165139-pudding-jeruk-sunkist
Bubur Mutiara Rasa Jeruk,,"[""Pisahkan sagu mutiara, ambil yang warna putih saja. Didihkan air lalu rebus menggunakan metode 5-30-7"", ""Masukkan nutrisari dan gula pasir, aduk rata. Sisihkan."", ""Kuah: rebus air bersama daun pandan dan garam sampai mendidih. Angkat."", ""Sajikan bubur mutiara dengan siraman kuah santan.""]","['100 gram sagu mutiara', '1 liter air untuk merebus', '200 ml Perasan Jeruk', '3 sdm gula', '1 saset kara', '1 lmbr daun pandan', '1 gelas air', 'Sejumput garam']",https://cookpad.com/id/resep/17164222-bubur-mutiara-rasa-jeruk
Permen Jelly Roll Oranye | Permen Jelly Rasa Jeruk,,"[""Campur semua bahan dalam panci. Aduk rata. Masak dengan api sedang sambil diaduk-aduk hingga mengental. Tanda mengental saat diaduk ke tengah bagian dasar panci terlihat dan muncul banyak gelembung."", ""Tuang jelly dalam cetakan/ loyang (me: pakai loyang uk.24 cm). Sisihkan. Tunggu hingga jelly dingin dan set."", ""Letakkan kertas di salah satu ujung loyang. Taburkan gula halus/ gula tepung di permukaan jelly. Ratakan."", ""Bagi dua jelly. Lalu gulung sampai ujung, Setelah itu, padatkan dengan plastik wrap. Simpan selama 2 jam dalam kulkas."", ""Setelah 2 jam, potong-potong jelly dengan ketebalan ½ cm. Biar lebih kering dan tahan lama, jemur beberapa jam di bawah sinar matahari atau angin-anginkan di suhu ruang. Permen jelly simpan dalam wadah kedap udara. Selamat Mencoba""]","['1 bks (7 gr) agar-agar bubuk warna putih', '200 gr gula pasir', '200 ml air jeruk ', '3-4 tetes pewarna makanan warna oranye', 'Bahan Taburan :Gula tepung atau gula donat']",https://cookpad.com/id/resep/17149975-permen-jelly-roll-oranye-permen-jelly-rasa-jeruk
Timun infused water,,"[""Siapkan air diwadah tertutup, lalu beri beberapa irisan timun. Tutup wadah botol dan minum minimal 30 menit setelah dibuat. Kalau sudah (ataupun belum) abis airnya bisa ditambah ulang sampai seharian. Selamat mencoba, semoga bermanfaat ya.""]","['600 ml air', '1/2 bh timun']",https://cookpad.com/id/resep/17190235-timun-infused-water
Acar Kweni Timun Wortel,,"[""Kupas bahan, cuci bersih kemudian potong dadu buah atau sayurnya. Untuk Timun saya buang bijinya."",""Kupas Bawang merah dan kemudian Cuci bersama cabe. Potong kasar Bawang dan iris sebagian cabe."", ""Masukkan semua bahan, aduk gula, garam, dalam sedikit air hangat sampai larut. Tuang dalam wadah potongan buah, aduk rata, koreksi rasanya."", ""Sebelum diSajikan bisa simpan dalam kulkas agar lebih nikmat.""]","['1 bh Kweni jangan terlalu Matang', '1 bh Timun', '1 bh Wortel', '7 btr Bawang Merah iris Kasar', '20 Cabe Acar', '2 sdm Cuka Makan', '1 sdt Garam', '1 sdm Gula']",https://cookpad.com/id/resep/17160709-acar-kweni-timun-wortel
Telur Dadar Timun,,"[""Belah timun memanjang, lalu iris tipis."", ""Kocok telur menggunakan garpu bersama garam, lada dan kaldu bubuk. Masukkan irisan timun. Aduk rata."", ""Lalu goreng dalam minyak panas. Balik hingga kedua sisinya matang. Angkat dan tiriskan."", ""Siap disajikan""]","['2 butir telur ayam', '1 buah baby timun', '1/2 sdt garam halus', '1/2 sdt lada bubuk', '1/4 sdt kaldu bubuk', '3 sdm minyak goreng']",https://cookpad.com/id/resep/17189022-telur-dadar-timun
Bilungka Bakarik,,"[""Timun Belah dua memanjang, buang biji keruk isian daging buah nya."", ""Sangrai bawang merah dengan kulitnya. Setelah harum kupas kulitnya dn iris-iris."", ""Potong Cabe keriting"", ""Siap di sajikan hangat2 dengan ikan kering Papuyu""]","['2 Buah Timun', '5 siung Bawang Merah ', '3 Buah Cabe keriting', '3 sdm santan Kara', 'Garam, gula dan penyedap rasa', '200 ml air matang']",https://cookpad.com/id/resep/17187431-bilungka-bakarik
Lodeh Mentimun,,"[""Potong timun dan tempe belah dua cabe gembor tetapi jangan putus dengan tangkainya"", ""Haluskan duo bawang dan kemiri Geprek serai dan lengkuas satukan dengan bumbu halus bubuk dan daun salam"", ""Goreng bumbu yang sudah dihaluskan beserta dengan serai dan kawannya hingga matang masukkan cabe kembar"", ""Selanjutnya masukkan tempe aduk beri air biarkan mendidih taburi garam"", ""Jangan lupa masukkan bumbu kaldu, setelah tempe matang masukkan timun, beri santan instan aduk hingga mendidih kembali"", ""Koreksi rasa kemudian masukkan fiber creme ke dalamnya, matikan api dan hidangkan""]","['600 gr Timun', '350 gr Tempe', '1 batang serai', '1 ruas Lengkuas', '1 lembar Daun salam', '150 gr Cabe gembor', '6 Siung bawang merah', '5 Siung bawang putih', '4 butir Kemiri sangrai', '65 gr santan instan', '20 gr Fiber Creme', 'secukupnya Garam & bumbu kaldu', '400 gr air matang', 'secukupnya minyak']",https://cookpad.com/id/resep/17181655-lodeh-mentimun
Tumis Timun Baso Sapi,,"[""Siapkan timun, kupas, belah dua, buang bijinya lalu potong-potong. Cuci bersih, tiriskan dan sisihkan."", ""Panaskan minyak, tumis bawang putih hingga harum, masukkan baso sapi, aduk rata. Tambahkan seluruh Bahan Bumbu, aduk, masukkan timun lalu aduk kembali. Tambahkan air, aduk rata."",""Tambahkan pula gula, garam dan lada bubuk, aduk dan biarkan kuah menyusut, koreksi rasa. Jika dirasa sudah sesuai dan timun menjadi lunak (sesuai selera ya), masukkan potongan daun bawang, aduk sebentar lalu matikan api. Tumis Timun Baso Sapi siap dinikmati""]","['1 buah timun ukuran sedang', '8 butir baso sapi (iris tipis)', '1 batang daun bawang (potong-potong)', '2 siung bawang putih (geprek, cincang kasar)', '1 sdt gula pasir', '1/2 sdt lada bubuk', '1/4 sdt garam', '150 ml air', 'secukupnya minyak goreng', '1 sdm kecap manis', '1 sdm kecap ikan', '1.5 sdm kecap asin']",https://cookpad.com/id/resep/17183363-tumis-timun-baso-sapi
Salad timun-alpukat,,"[""Cuci, kupas dan serut timun, peras, dan letakkan di mangkuk"", ""Tambahkan olive oil, garam, merica, air jeruk, aduk rata"", ""Potong tipis alpukat, atur di piring bersama timun yang sudah berbumbu. Taburkan sedikit garam di atasnya untuk rasa dan agar warna tetap segar. Tambahkan tobiko (telur ikan terbang yang diawetkan) dan kemangi""]","['1 timun', '1 alpukat', '1 sdm olive oil', '1/2 sdt garam', '1 sdt air lemon/jeruk nipis', '1 sdm tomiko', '1/2 sdt merica bubuk']",https://cookpad.com/id/resep/17137683-salad-timun-alpukat
Acar timun wortel,,"[""Potong timun dsn wortel sesuai selera"", "" Campur semua bahan jadi satu sampai merata, simpan dlm wadah tertutup kemudian simpan di kulkas""]","['Timun 500 gr (ambil pinggirnya)', '50 gr Wortel', '10 cabe rawit hijau', '1 siung b.merah', '2 sdm Gula', '1/2 sdt Garam', '3 sdm Cuka']",https://cookpad.com/id/resep/17178395-acar-timun-wortel
Tumis timun telur,,"[""Potong"" timun sesuai selera"", ""Tumis b.putih cincang sampai harum, masukan telur kemudian orak arik."", ""Masukan timun, aduk"" beri sedikit air masuka seasoning. Masak sampai timun layu. Kemudian cek rasa""]","['2 buah timun', '2 butir telur ayam', '3 siung b.putih cincang', 'Garam, gula, merica, penyedap']",https://cookpad.com/id/resep/17177414-tumis-timun-telur
3T alias Tumis Timun mix Telur khas Bangka,,"[""Cuci bersih timun, lalu potong tipis²."", ""Tuang sedikit minyak, masukan baput & cabe yg telah di iris tipis, terasi, tumis hingga harum dengan api kecil."", ""Masukan timun, masak hingga sedikit layu. Lalu tambahkan 250ml air & 3 butir telur, aduk² agar telur hancur & tercampur rata. Tambahkan penyedap, sejumput garam, masak hingga mendidih. Koreksi rasa."", ""Tingkat kematangan timun sesuai selera ya moms, karna aku suka nya yg masih krenyes² kalau di kunyah, jadi begitu mendidih langsung aja matiin kompor.""]","['3 buah Timun', '4 siung Bawang putih', '10 butir cabe kampung/rawit', 'sesuai selera Terasi', 'sesuai selera Penyedap rasa', 'Sejumput garam', '3 butir Telur']",https://cookpad.com/id/resep/17176707-3t-alias-tumis-timun-mix-telur-khas-bangka
Es Timun Jeruk Nipis,,"[""Rebus sirup sampai gula larut dan dinginkan"", ""Mentimun diserut memanjang jeruk nipis diambil air nya, daun mint disiapkan (layu kelamaan di kulkas)"", ""Masukan dalam gelas semua bahan aduk rata.""]","['1 bh mentimun buang biji nya', '3 bh jeruk nipis peras air nya', '400 ml air dingin', '1 sdm biji selasih rendam denga sedikit air hangat', '100 ml air', '100-200 gr gula pasir', 'Es batu']",https://cookpad.com/id/resep/17173692-es-timun-jeruk-nipis
Trancam Timun dan Lamtoro,,"[""Uleg cabai, garam, terasi, kaldu bubuk dan kencur."", ""Tambahkan kelapa parut, campur rata. Cincang timun dan tambahkan di atas kelapa parut, aduk rata."", ""Tambahkan lamtoro dan daun kemangi. Aduk rata. Sajikan.""]","['1 buah timun ukuran besar', '50 g lamtoro', '1 genggam daun kemangi', '20 g kelapa parut', '1 ruas kencur', '1/2 sdt terasi', '1/4 sdt garam', '2 buah cabai rawit merah (sesuai selera)', '1/4 sdt kaldu bubuk']",https://cookpad.com/id/resep/17175121-trancam-timun-dan-lamtoro
Es Kuwut Timun Jelly ,,"[""Serut timun Potong2 jelly. Masukkan bahan diatas dlm botol."", ""Dalam panci masukkan air,gula pasir selasih, sirup dan jeruk nipis. Aduk sampai gula larut."", ""Masukkan sirup dlm botol. Bisa masukkan kulkas dulu biar lebih mantap.""]","['7 liter Air matang', '1 botol sirup nikisari 625ml', '4 buah timun uk besar', '750 gr gula pasir', '5 buah jeruk nipis', '3 sdm selasih rendam air panas', '2 sch nutrijel melon UK kecil', 'Air secukupnya']",https://cookpad.com/id/resep/17167343-es-kuwut-timun-jelly-untuk-jualan
Sayur Bening Timun,,"[""Didihkan air, lalu masukkan kencur dan daun salam."", ""Setelah itu masukkan irisan bawang merah."", ""Masukkan irisan timun. Kemudian tambahkan garam dan gula pasir. Tes rasa menurut selera."", ""Masukkan irisan daun bawang dan seledri. Terakhir masukkan irisan tomat. Setelah itu angkat."", ""Taburi dengan bawang putih goreng (aku bawang goreng mix). Siap untuk disajikan.""]","['2 buah timun, potong sesuai selera', '1 batang daun bawang, iris', '1 batang seledri', '1/2 ruas jari kencur, geprek', '2 lembar daun salam', '3 siung bawang merah, iris', '1/2 buah tomat', '700 ml air', '1/3 sdt garam, menyesuaikan', '1 sdt gula pasir']",https://cookpad.com/id/resep/17172532-sayur-bening-timun
Timun wortel acar miso,,"[""Kupas wortel dan potong memanjang, potong timun dengan ukuran yang sama (buang bijinya) cuci, beri air lemon dan garam, diamkan 10 menit"", ""Larutkan miso dengan air hangat, tambah minyak wijen"", ""Campurkan larutan miso pada wortel dan timun, taburkan wijen sangrai. Hidangkan dingin""]","['1 wortel', '1 timun', '1 sdm miso', '1 sdt garam', '1 sdm air jeruk', '1 sdm wijen sangrai', '1 sdt minyak wijen', '2 sdm air hangat']",https://cookpad.com/id/resep/17162957-timun-wortel-acar-miso
Timun Telur Kuah,,"[""Kupas bawang putih, cuci, haluskan. (Aku pakai garlic press)"", ""Kupas Timun, cuci, buang bijinya, potong kotak."", ""Panaskan minyak, masukkan bawang putih, tumis hingga wangi."", ""Masukkan Timun, masak sebentar. Tambahkan air secukupnya dan masak hingga mendidih."", ""Masukkan telur, diamkan sebentar lalu aduk. Masak hingga telur matang, tambahkan kaldu bubuk. Jangan lupa di tes rasa, jika kurang asin bisa ditambahkan garam."", ""Sup Timun Telur siap disajikan. Jangan lupa berdoa sebelum masak Dan makan.""]","['1 butir telur', '1/3 Timun biasa/ 1 Timun baby', '1 siung bawang putih', 'Secukupnya air untuk kuah', 'Secukupnya kaldu bubuk Dan garam (opsional)']",https://cookpad.com/id/resep/17170960-timun-telur-kuah
Sayur Bening Timun Tauge,,"[""Siapkan bahan. Cuci timun bersama tauge. Potong Timun sesuai selera. Iris bumbu,sisihkan"", ""Rebus air,masukkan bumbu iris,daun salam. Setelah mendidih masukkan potongan timun, masak sekitar 7 menit. Tambahkan garam,lada bubuk,gulpas.aduk rata. Cek rasa. Matikan kompor"", ""Masukkan tauge. Aduk kembali. Biarkan beberapa saat. Pindahkan ke mangkok,beri taburan bawang goreng. Sajikan""]","['2 buah timun', '50 g tauge', '500 ml air', '1 sdt bawang goreng', '3 buah bamer', '1 buah baput', '2 buah cabe rawit', '1/2 sdt lada bubuk', '2 lbr daun salam', '1 sdt gulpas', '1/6 sdt garam']",https://cookpad.com/id/resep/17118546-sayur-bening-timun-tauge
Trancam Timun Ikan Asap,,"[""Kukus ikan, cabe, bawang putih dan terasi"", ""Setelah matang, ulek cabe bawang putih dan terasi dengan kencur, beri royco dan gula"", ""Masak santan dan air, aduk agar tidak pecah. Potong timun kecil² dan ikan di suwir, masukkan bumbu dan kauh santannya. Aduk koreksi rasa selesai""]","['1 Buah Timun kecil', '1-2 tusuk ikan asap (bisa diganti pindang atau ikan lainnya)', '5 Buah Cabe rawit', '1 Butir Bawang putih', '1/2 Ruas jari Kencur', '1/2 Ruas jari terasi', 'secukupnya Gula', 'secukupnya Kaldu ayam/penyedap', '75 ml air', '20 ml santan instan']",https://cookpad.com/id/resep/17168154-trancam-timun-ikan-asap
Lotis Mentimun dan Bengkuang,,"[""Kupas dan potong potong mentimun dan bengkuang."", ""Siapkan bahan sambel lotis (cabe rawit, gula merah, asam jawa dan garam).Lalu uleg hingga halus. Tambahkan sedikit air, uleg kembali hingga larut."", ""Pindahkan sambel ke dalam wadah saji. Tata mentimun dan bengkuang. Lotis siap disajikan.""]","['2 buah mentimun', '1 buah bengkoang', '3 buah cabe rawit', '15 gram gula merah', '2 butir asam jawa', 'Seujung sendok garam']",https://cookpad.com/id/resep/17167280-lotis-mentimun-dan-bengkuang
Urap timun,,"[""Potong2 timun sesuai selera"", ""Bakar kelapa agar rasa lebih gurih lalu parut"", ""Setelah itu parut juga lombok kecil + bawang putih + kencur"", ""Setelah semua selesai diparut aduk jadi 1 bersama sambel embe + kaldu jamur+ garam + gula lalu beri perasaan jeruk lemo dan tes rasa"", ""Jika rasa sudah pas masukan timun lalu bejek dan aduk rata,urap timun pun siap dihidangkan selamat mencoba""]","['1 buah timun', '1/4 kelapa utuh (dibakar + diparut)', '1/2 buah kencur (diparut)', 'Sambel embe', '2 buah cabe rawit (opsional) diparut', '1/2 buah bawang putih (diparut)', '1/2 buah lemo', 'Kaldu jamur', 'Garam', 'Gula']",https://cookpad.com/id/resep/17167122-urap-timun
Balado Kentang & Hati Ayam,,"[""Potong kentang lalu goreng sampai kecoklatan, tiriskan. Untuk hati dan ampelanya direbus 30 menit lalu digoreng sebentar saja"", ""Tumis bumbu halus sampai harum lalu masukkan kentang, ampela & ati ayam"", ""Aduk rata lalu masukkan garam & Royco, terakhir masukkan santan, sebelum di angkat cicipi terlebih dahulu ya."", ""Sajikan dengan nasi hangat, ini enak banget loh.""]","['5 buah Hati ayam & ampela', '3 buah Kentang ukuran sedang', '1 buah Santan instan (me kara)', '7 siung Bawang Merah', '3 siung Bawang Putih', '10 buah Cabai Merah Keriting', '5 buah Cabai Rawit Merah', 'Secukupnya Garam & Royco', 'Secukupnya minyak untuk menumis']",https://cookpad.com/id/resep/17183709-balado-kentang-hati-ayam
Perkedel Kentang,,"[""Kupas kentang, potong dadu, lalu goreng dalam minyak goreng panas."", ""Iris bawang merah dan bawang putih, lalu goreng hingga layu."", ""Iris daun bawang"", ""Lumatkan kentang yang sudah digoreng, boleh diulek, atau chopper."", ""Masukkan bawang merah dan bawamg putih yang telah digoreng ke dalam adonan, tambahkan juga irisan daun bawang, lalu aduk."", ""Masukkan garam, kaldu jamur, dan merica, lalu aduk."", ""Tambakhan 1 butir telur ayam, lalu aduk hingga merata."", ""Kocok lepas 1 butir telur dalam wadah lebar yang cekung, boleh piring."", ""Bentuk adonan perkedel sesuai selera"", ""Celupkan setiap perkedel yang telah dibentuk ke dalam kocokkan telur."", ""Goreng perkedel yang telah berbalut telur dalam minyak panas. Masak hingga kekuningan."", ""Perkedel kentang siap dihidangkan.""]","['3 buah kentang ukuran sedang', '5 buah bawang merah ukuran sedang', '3 buah bawang putih', '1 sdt Merica bubuk', '2 tangkai daun bawang', '2 butir telur ayam', 'Garam', 'Kaldu jamur', 'Minyak goreng']",https://cookpad.com/id/resep/17189137-perkedel-kentang
Stik kentang crispy,,"[""Rebus kentang yang sudah dipotong kecil, saring dan haluskan"", ""Masukkan semua bahan, dan aduk/uleni rata"", ""Masukkan adonan kedalam pastik, rolling, potong kecil"", ""Goreng sampai golden brown.""]","['2 buah kentang', '5 sdm maizena', 'Garam, kaldu bubuk, lada bubuk', '1/2 sdt Minyak']",https://cookpad.com/id/resep/17180127-stik-kentang-crispy
Kentang Kriuk,,"[""Campurkan parutan kentang, lada, garam dan tepung tapioka sampai rata."", ""Ratakan di teflon anti lengket. Jangan dulu tuang minyak."", ""Panaskan dengan api sedang sampai bawahnya agak coklat, baru tuang sedikit minyak dipinggiran teflon agar tidak gosong."", ""Balik atasnya. Masak sampai matang merata (kecoklatan). Sajikan hangat."", ""Disajikannya hangat agar masih kriuk. kalo dah dingin rasanya kayak kue lumpur""]","['2 umbi kentang. parut. buang airnya', '1/2 sdt lada bubuk', '1/2 sdt garam', '2 sdm tepung tapioka', 'minyak untuk menggoreng']",https://cookpad.com/id/resep/17190152-kentang-kriuk
Kroket kentang isi ayam wortel,,"[""Kukus kentang lalu Haluskan"", ""Didihkan air masukkan tepung terigu,susu bubuk,garam,merica,dan kentang yang sudah dihaluskan"", ""Untuk isian,tumis bumbu, masukkan ayam dan wortel,masak sampai matang."", ""Lanjut bentuk kentang,bisa bulat atau lonjong,masukkan isian nya"", ""Setelah itu buat bahan untuk pencelup nya,terigu beri air,sedikit garam dan celupkan ke panir."", ""Goreng Kroket"" ]","['Kentang', 'Tepung terigu', 'Susu bubuk', 'Merica', 'Wortel', 'Ayam', 'Daun bawang', 'Seledri', 'Merica', 'Bawang merah', 'Bawang putih', 'Garam', 'Kaldu ayam bubuk', 'Bahan pencelup', 'Tepung terigu', 'Air secukupnya', 'Sedikit garam', 'Tepung panir']",https://cookpad.com/id/resep/17189127-kroket-kentang-isi-ayam-wortel
Mashed Potato With Tempe,,"[""Rebus kentang sampai matang, keringkan di air fryer dengan suhu 180 C selama 15 menit. Lalu haluskan"", ""Tambahkan sejumput garam, satu sendok makan keju, dan sejumput lada"", ""Bakar tempe bacem, lalu potong serong. Sajikan mashed Potato bersama sisa satu sendok makan keju parut, taburi oregano, dan beberapa iris tempe.""]","['1 bh kentang', '1 potong tempe bacem', '2 sdm keju parut', 'Sejumput lada', 'Sejumput garam', 'Sejumput oregano']",https://cookpad.com/id/resep/17153589-mashed-potato-with-tempe
Rendang Kentang Daging Giling 🥔🌶🤎,,"[""Goreng kentang hingga matang. Tiriskan, sisihkan"", ""Tumis bumbu kemudian tambahkan air, serai bubuk, daun jeruk bubuk, santan dan juga daging cincang. Masak hingga daging matang. Terakhir tambahkan kentang, aduk merata sampai air menyusut. Angkat, sajikan dengan nasi panas ""]","['500 gr baby potato, cuci bersih, belah 2
1 bungkus bumbu rendang instant *Bamboe
1/2 pouch santan instant *Kara segitiga
1/2 sdt daun jeruk bubuk
1/2 sdt serai bubuk
5 buah cabai merah keriting, cincang kasar
1 cangkir air']",https://cookpad.com/id/resep/17176567-rendang-kentang-daging-giling
"Sop bunga kol,kentang wortel dan kaki ayam",,"[""Siapkan bahan,cuci bersih lalu iris kecil kecil, Setelah itu rebus kaki ayam sampai empuk"", ""Buang air kaki ayam,lalu beri lagi air secukupnya dan didihkan,lalu masukkan wortel rebus sampai empuk,lalu masukkan bunga kol"", ""Masukkan daun bawang seledri dan tambahkan bumbu sop dan royco ayam aduk sampai rata cek rasa bila kurang asin tambahkan garam tunggu mendidih angkat"", ""Siapkan bahan bawang goreng untuk ditaburkan kedalam sayur sop"", ""Taburkan bawang goreng kedalam sayur sop,dan siap dinikmati""]","['500 gr Bunga kol
500 gr Kaki ayam
1 buah wortel
1 buah kentang
2 batang daun bawang
2 batang seledri
1 bungkus bumbu racik sop indofod
9 siung bawang merah
1 bungkus royco ayam
Secukupnya garam
Secukupnya minyak goreng']",https://cookpad.com/id/resep/16821061-sop-bunga-kolkentang-wortel-dan-kaki-ayam
Semur Tahu Kentang,,"[""Potong² kentang dan tahu"", ""Haluskan bumbu kemudian tumis sampai harum. Masukan bumbu aromatik, lanjut tumis sampai daun salam layu, beri air dan masak hingga mendidih"", ""Haluskan bumbu kemudian tumis sampai harum. Masukan bumbu aromatik, lanjut tumis sampai daun salam layu, beri air dan masak hingga mendidih""]","['4 buah tahu (sy pakai tahu putih)
2 buah kentang
1 btg daun bawang (potong²)
5 buah rawit (biarkan utuh)
2 sdm minyak (utk menumis)
600 ml air
Bumbu Halus:
5 butir Bawang merah
3 siung Bawang putih
2 butir kemiri sangrai
1/4 sdt Lada bubuk
1/4 sdt Ketumbar bubuk
1/8 sdt Pala bubuk
Bumbu Aromatik :
2 lembar daun salam
1 btg serai
1 ruas lengkuas
Bumbu Lain:
5 sdm Kecap manis
1/2 keping Gula merah
1 1/2 sdt Garam
1/2 sdt Kaldu jamur']",https://cookpad.com/id/resep/17186427-semur-tahu-kentang
Hashbrown ala kfc (nugget kentang serut),,"[""Kupas dan cuci bersih kentang. Lalu serut dengan serutan keju."", ""Cuci kentang di air es, remas remas dan peras. Sebanyak 2 kali. Untuk mengurangi kadar pati nya. Supaya saat direbus nanti airnya tidak kental."", ""Rebus kentang serut di api sedang, sampai setengah matang. Kentang mulai empuk, tapi tidak sampai hancur."", ""Angkat dan saring kentang, lalu peras dengan kain sampai benar benar tiris."", ""Masukkan telur, maizena dan bumbu bumbu lainnya ke dalam baskom, lalu masukkan kentang yang sudah tiris tadi. Aduk dan cetak kotak kotak atau oval."", ""Masukkan ke dalam kulkas selama 3 jam, supaya tidak ambyar saat di goreng. Tapi saya tidak sama masukkan kulkas, langsung saya goreng. Agak sedikit ambyar tapi gpp. Gorengnya di api kecil sampai golden crispy and delicious ya. Happy recook.""]","['500 gr Kentang
1 butir telur
2 sdm margarin
2 sdm maizena/tepung jagung
secukupnya Penyedap rasa
secukupnya Garam secukupnyamerica']",https://cookpad.com/id/resep/17186778-hashbrown-ala-kfc-nugget-kentang-serut
